video_id,video_url,video_title,source,niche,window_index,start_s,end_s,duration_s,action_label,phase,n_seconds,vision_embed_text,transcript
0gk3NsmJa7k,https://www.youtube.com/watch?v=0gk3NsmJa7k,Make Candles with me | ❄️Winter Wonderland Edition ❄️,corpus,candle_making,51,409.03,417.05,8.02,decorate_finish,finish,8,a tray with candles and sticks on it | a table with several cups and a spoon,"science or the flaming candle just whoever I'm ordering from. But I find that those particular wicks and that particular wicks series works really,"
0gk3NsmJa7k,https://www.youtube.com/watch?v=0gk3NsmJa7k,Make Candles with me | ❄️Winter Wonderland Edition ❄️,corpus,candle_making,62,497.25,505.27,8.02,cure_cool,assemble,8,a bunch of tin cans with some green tins,you've done it a number of times I find. These ones that I'm pouring right now are going to be the snickerdoodle and
1NluHw-tnt0,https://www.youtube.com/watch?v=1NluHw-tnt0,Making Witchy Wax Candles - A satisfying & mystical Process of Sculpting with Wax - PATH LAB,corpus,candle_making,9,72.27,80.3,8.03,cure_cool,assemble,8,a metal table with a yellow handle | a metal tray with a chain on it | a metal table with a yellow handle and two black legs | a metal table with a metal tray and yellow handles | a table with a bunch of yellow and black sculptures | a group of yellow and black sculptures on a table | a table with several yellow and black sculptures | a table with several yellow sculptures on it,observing trees or roots or root systems actually that often are so beautifully intertwined and
1V3hfxo7OtE,https://www.youtube.com/watch?v=1V3hfxo7OtE,Candle Making | How to Make Scented Candles,corpus,candle_making,8,63.5,71.44,7.94,measure_wax,prep,8,a table with various items and uts on it,And while you are melting your wax you're going to want something to stir it with and also a digital thermometer to keep track of the temperature Once your
1koQ2sbX9yQ,https://www.youtube.com/watch?v=1koQ2sbX9yQ,,searched,candle_making,22,176.0,184.0,8.0,,,8,how to draw a pencil box | how to draw a glass vase,but that's basically it on why a candle will extinguish itself. The flame is still as big as it would be as if it was in a jar that was meant for it
2duQbni9nzM,https://www.youtube.com/watch?v=2duQbni9nzM,,searched,candle_making,9,72.0,80.0,8.0,,,8,a table with chocolates and a sheet of paper | how to make a diy candle | a bunch of candles and a towel on a table,
2duQbni9nzM,https://www.youtube.com/watch?v=2duQbni9nzM,,searched,candle_making,32,256.0,264.0,8.0,gather_materials,,8,how to remove a kitchen towel | how to clean a kitchen towel | how to paint a wall with a paint brush | how to paint a distressed look wall | how to make a diy cloth,
40mkiCY8uMM,https://www.youtube.com/watch?v=40mkiCY8uMM,How To Make Mini 1 Oz. Soy Candles | Fall Scented Sample Candles,corpus,candle_making,0,0.0,7.99,7.99,pour_wax,assemble,8,a table with a bottle of wine and a notebook,Hey everyone welcome back to my channel if you're new here My name is Erica was memory box candle co And I make videos all
40mkiCY8uMM,https://www.youtube.com/watch?v=40mkiCY8uMM,How To Make Mini 1 Oz. Soy Candles | Fall Scented Sample Candles,corpus,candle_making,6,47.92,55.9,7.98,pour_wax,assemble,8,a room with shelves and shelves filled with various items | a clock that is on top of a table,and I thought that it would be fun if I showed you how I did it So the first thing that I needed to do was figure out the fill weight of these little mini candle tens Now
40mkiCY8uMM,https://www.youtube.com/watch?v=40mkiCY8uMM,How To Make Mini 1 Oz. Soy Candles | Fall Scented Sample Candles,corpus,candle_making,7,55.9,63.89,7.99,pour_wax,assemble,8,a clock that is on top of a table,Now these are actually one ounce tens But that does not necessarily mean that it's gonna hold an ounce of wax So I
40mkiCY8uMM,https://www.youtube.com/watch?v=40mkiCY8uMM,How To Make Mini 1 Oz. Soy Candles | Fall Scented Sample Candles,corpus,candle_making,9,71.88,79.86,7.98,pour_wax,assemble,8,a digital scale with a cup on top,grams But feel free to do it in ounces if you feel more comfortable with that and I'm just going to go ahead and pour some water into here To kind of figure
40mkiCY8uMM,https://www.youtube.com/watch?v=40mkiCY8uMM,How To Make Mini 1 Oz. Soy Candles | Fall Scented Sample Candles,corpus,candle_making,10,79.86,87.85,7.99,pour_wax,assemble,8,a digital scale with a cup on top,figure out how much wax I need now there is a little bit of math involved in this. This is something that I actually More
40mkiCY8uMM,https://www.youtube.com/watch?v=40mkiCY8uMM,How To Make Mini 1 Oz. Soy Candles | Fall Scented Sample Candles,corpus,candle_making,11,87.85,95.84,7.99,pour_wax,assemble,8,a digital scale with a cup on top,More recently started doing I know in my previous math videos I did say that you have to use wax and that technically is true if
40mkiCY8uMM,https://www.youtube.com/watch?v=40mkiCY8uMM,How To Make Mini 1 Oz. Soy Candles | Fall Scented Sample Candles,corpus,candle_making,56,447.23,455.22,7.99,pour_wax,assemble,8,a machine is making tins in a factory,easy. I'm not bending over. I'm not hurting my back This little device makes it so easy and
40mkiCY8uMM,https://www.youtube.com/watch?v=40mkiCY8uMM,How To Make Mini 1 Oz. Soy Candles | Fall Scented Sample Candles,corpus,candle_making,64,511.12,519.11,7.99,cure_cool,assemble,8,a bunch of tin cans sitting on a table,kind of weight quote -unquote to the wick So I think that that's how I'm going to do it from now on It's just make sure that I trim the wick
4sCIaqDcYL8,https://www.youtube.com/watch?v=4sCIaqDcYL8,,searched,candle_making,0,0.0,8.0,8.0,prepare_container,,8,a can of paint and a can of paint | a white sheet of paper | a dog is looking at a jar of dog sham sham | a dog is looking at a jar of dog food | a candle is lit in a metal pot | a white sheet | a dog is sitting on a bed with a can of food | a dog is sitting on a bed with a can of dog food,
4sCIaqDcYL8,https://www.youtube.com/watch?v=4sCIaqDcYL8,,searched,candle_making,2,16.0,24.0,8.0,prepare_container,,8,a candle is lit in a metal bowl | a small candle is sitting on a white sheet | a white sheet of paper | a white sheet under the cans | two cans of food sitting on a bed | a white sheet on a bed | three candles are sitting on a white sheet,"If you were like me, the new hate wasting the leftover wax in the bath and bodyworks candles, I found a solution and I wanted to go ahead and"
4sCIaqDcYL8,https://www.youtube.com/watch?v=4sCIaqDcYL8,,searched,candle_making,9,72.0,80.0,8.0,,,8,a pot with a liquid inside of it | a close up of a metal bowl filled with water | a close up of a pan with a liquid inside | a close up of a metal bowl with a liquid inside | a close up of a metal bowl with a white substance,sort of fire. So just make sure that you're keeping your eye on this. I'm trying the centred as best as I can and you'll start to see around the rim how
4sCIaqDcYL8,https://www.youtube.com/watch?v=4sCIaqDcYL8,,searched,candle_making,14,112.0,120.0,8.0,,,8,a close up of a gold plate with a black lid | a close up of a bottle of wine | a gold ring with a black center | a close up of a gold ring | a cup of coffee | a white surface | a close up of a gold plate with a black glass,carefully pouring that into my little bowl. And this is what it looks like. I love this because I'm able to burn the leftover wax in my room
5XTNIJ9I1Vo,https://www.youtube.com/watch?v=5XTNIJ9I1Vo,,searched,candle_making,0,0.0,8.0,8.0,,,8,three candles with watermels on them | three watermelon candles on a table,
5XTNIJ9I1Vo,https://www.youtube.com/watch?v=5XTNIJ9I1Vo,,searched,candle_making,24,192.0,200.0,8.0,,,8,a table with a vase and a red and blue vase,
5zH-SoPDXLQ,https://www.youtube.com/watch?v=5zH-SoPDXLQ,,searched,candle_making,2,16.0,24.0,8.0,,,8,a table with a bunch of paper and a box of paint,during transit I know that when I first started doing this I really had no idea what I was doing in terms of shipping breakable items because
5zH-SoPDXLQ,https://www.youtube.com/watch?v=5zH-SoPDXLQ,,searched,candle_making,3,24.0,32.0,8.0,,,8,a table with a bunch of paper and a box of paint,because it can be really intimidating if you don't know little things to look for on how to make it as
5zH-SoPDXLQ,https://www.youtube.com/watch?v=5zH-SoPDXLQ,,searched,candle_making,4,32.0,40.0,8.0,,,8,a table with a bunch of items on it,as quote unquote bulletproof as possible although there are definitely things that can happen So this is not a guarantee but I really
5zH-SoPDXLQ,https://www.youtube.com/watch?v=5zH-SoPDXLQ,,searched,candle_making,48,384.0,392.0,8.0,,,8,a table with a brown paper bag on it,I did it in the beginning because I felt more comfortable knowing that I wasn't sitting out products that we're going to break I wanted to make sure that
5zH-SoPDXLQ,https://www.youtube.com/watch?v=5zH-SoPDXLQ,,searched,candle_making,104,832.0,840.0,8.0,,,8,a white bag,"one or the other, it'd probably be the packing peanuts. I feel like those are a little bit more of a protection than the crinkle cut paper. But I do love"
647HetRAhR0,https://www.youtube.com/watch?v=647HetRAhR0,Make Candle Tins with Me! | Small Business Vlog,corpus,candle_making,8,62.55,70.36,7.81,set_wick,assemble,8,a group of black and gold metal candles,"centers from design house are an absolute game changer. I feel like I'm okay When it comes to getting the wick centered properly,"
647HetRAhR0,https://www.youtube.com/watch?v=647HetRAhR0,Make Candle Tins with Me! | Small Business Vlog,corpus,candle_making,12,93.82,101.64,7.82,cure_cool,assemble,8,a bunch of black and gold candles on a table,product
67k0G1hBz6k,https://www.youtube.com/watch?v=67k0G1hBz6k,,searched,candle_making,60,480.0,488.0,8.0,,,8,a counter with several plastic cups on it | a counter with several bags of orange liquid,70 % isopropyl alcohol that means there's 30 % water. And that water is going to take longer to evaporate than the alcohol and
67k0G1hBz6k,https://www.youtube.com/watch?v=67k0G1hBz6k,,searched,candle_making,87,696.0,704.0,8.0,prepare_container,,8,a bottle of syrup sitting on top of a table | a box with a label on it | a stack of boxes stacked on top of each other boxes | a white refrigerator sitting next to a white refrigerator | a box with a stamp on it | a box with a white label on it | a white box with a white sheet on it | a cardboard box with a piece of cardboard sticking out of it,"vessel. If she doesn't have it on file, she will literally make a template out of your candle jar and then also give you a discount"
67k0G1hBz6k,https://www.youtube.com/watch?v=67k0G1hBz6k,,searched,candle_making,111,888.0,896.0,8.0,prepare_container,,8,a bunch of candles sitting on top of a table | many candles are arranged in rows | many candles are arranged in rows on a table,"is right after they're poured just perfectly smooth tops every time. Just heat that wax to around 205 with your stick thermometer,"
67k0G1hBz6k,https://www.youtube.com/watch?v=67k0G1hBz6k,,searched,candle_making,125,1000.0,1008.0,8.0,prepare_container,,8,a group of jars of honeys on a counter | a bunch of jars filled with honeys | a bunch of candles sitting on top of a counter | a bunch of jars with lids on them | a table with several jars of honeys | a table with many jars of honeys | a table topped with a bunch of honeys | a bunch of jars of honeys on a counter,"bring in just a full candle, go into the store with just a full candle and introduce yourself. The way I like to do"
67k0G1hBz6k,https://www.youtube.com/watch?v=67k0G1hBz6k,,searched,candle_making,154,1232.0,1240.0,8.0,decorate_finish,,8,a box with a label on it | a box full of white sugar cubes | a box full of popcorn is shown in this und - clone video | a box full of white marshs | a box full of white marsh marsh | a box full of marsh marsh,"then once you're kind of doing well on fair and you have a few reviews, you'll start getting more orders too from other places that are not local stores"
67k0G1hBz6k,https://www.youtube.com/watch?v=67k0G1hBz6k,,searched,candle_making,242,1936.0,1944.0,8.0,prepare_container,,8,two candles sitting on a counter next to a box,"especially in these, you know, it's just not something I'd recommend. But CB2 is awesome, and I use CDN wicks for any"
67k0G1hBz6k,https://www.youtube.com/watch?v=67k0G1hBz6k,,searched,candle_making,245,1960.0,1968.0,8.0,prepare_container,,8,two candles sitting on a counter next to a box | a box with a candle inside of it | a box with a candle inside and a box with a candle inside,"They look so lux, they are kind of expensive, but when you're doing a fancy candle like this, I would highly recommend putting a little bit into your packaging"
67k0G1hBz6k,https://www.youtube.com/watch?v=67k0G1hBz6k,,searched,candle_making,279,2232.0,2240.0,8.0,,,8,a heart in the dark,You're so much better than you think. And then you're giving yourself credit for. And you can do difficult things. And I have full
6C9kqmQnFPI,https://www.youtube.com/watch?v=6C9kqmQnFPI,,searched,candle_making,0,0.0,8.0,8.0,prepare_container,,8,a sign that says market day in the middle of a field | a road with a sign that says marketing | a sign that says marketing on a field,
6qWbA5uKhTI,https://www.youtube.com/watch?v=6qWbA5uKhTI,,searched,candle_making,0,0.0,8.0,8.0,prepare_container,,8,a table with candles and flowers in mason jars | a table with a bunch of flowers and candles | a table set with white and pink flowers | a table with white and pink flowers on it,"Your wedding day is one of the most special days of your life, and every detail matters, including the centerpieces that will decorate your"
6qWbA5uKhTI,https://www.youtube.com/watch?v=6qWbA5uKhTI,,searched,candle_making,28,224.0,232.0,8.0,,,8,a close up of a plant with green leaves | a table set for a wedding reception | a table with white plates and white napkins,"to fill the spaces and add texture. For added flair, place candles or fairy lights around the succulents to create a cozy atmosphere."
6qWbA5uKhTI,https://www.youtube.com/watch?v=6qWbA5uKhTI,,searched,candle_making,49,392.0,400.0,8.0,decorate_finish,,8,a table with candles and flowers on it | a table with flowers and vases on it | a table with vases and flowers on it,room feel larger. This is a simple and effective way to add an elegant touch. Materials. Mirror -based five to ten dollars.
6qWbA5uKhTI,https://www.youtube.com/watch?v=6qWbA5uKhTI,,searched,candle_making,50,400.0,408.0,8.0,decorate_finish,,8,a table with white flowers and candles | a table with white flowers and silverware | a table with candles and flowers on it,"dollars. Flowers like roses, hydranges or peonies, fifteen to twenty dollars. Candles or fairy lights, five to ten dollars."
6qWbA5uKhTI,https://www.youtube.com/watch?v=6qWbA5uKhTI,,searched,candle_making,65,520.0,528.0,8.0,decorate_finish,,8,a table with white and green flowers and silverware | a table with white flowers and gold chargers | a table with white flowers and candles on it | a table with white flowers and candles,"are countless creative ways to create stunning DIY wedding centerpieces on a budget. From elegant mason jars, to rustic wooden boxes"
6qWbA5uKhTI,https://www.youtube.com/watch?v=6qWbA5uKhTI,,searched,candle_making,70,560.0,568.0,8.0,decorate_finish,,8,a table with candles and flowers in vases | a table with white and gold decorations | a table with a vase filled with sus and sus | a table with a vase filled with sus and susies,don't forget to like this video comment below with your favorite centerpiece and subscribe to my channel for more amazing wedding inspiration and budget -friendly tips.
6ta_sftSfIw,https://www.youtube.com/watch?v=6ta_sftSfIw,,searched,candle_making,84,672.0,680.0,8.0,pour_wax,,8,a margarita with a straw in it | a black and white toilet with a black handle | a blue plastic container with a black lid | a black pan with a handle on it | a green drink being poured into a glass | a green cocktail with ice and a straw,"architecture. So we probably should have scented the whole thing because as is, you won't be able to smell anything until you've already used up over"
7j6uypARXW4,https://www.youtube.com/watch?v=7j6uypARXW4,DIY Water candles | Making candles with WATER!?,corpus,candle_making,8,63.69,71.65,7.96,add_dye_color,process,8,a glass filled with liquid sitting on a table | a glass filled with blue liquid and a yellow liquid,"In case you add food coloring, this is how it will look."
7j6uypARXW4,https://www.youtube.com/watch?v=7j6uypARXW4,DIY Water candles | Making candles with WATER!?,corpus,candle_making,17,135.35,143.31,7.96,set_wick,assemble,8,a glass filled with liquid sitting on a table | a glass of water,"the glass jar. Before you light the candle, make sure the wig has absorbed in a foil to start burn. If"
7j6uypARXW4,https://www.youtube.com/watch?v=7j6uypARXW4,DIY Water candles | Making candles with WATER!?,corpus,candle_making,18,143.31,151.27,7.96,set_wick,assemble,8,a glass with a lit candle on it | a glass of water | a lit candle in a glass of water,"If not, let the wig absorb a few drops of oil. And then, light your candle."
7j6uypARXW4,https://www.youtube.com/watch?v=7j6uypARXW4,DIY Water candles | Making candles with WATER!?,corpus,candle_making,19,151.27,159.23,7.96,set_wick,assemble,8,a lit candle in a glass of water | a glass with a lit candle inside of it | a glass of water on a table | a video game with a bunch of paper flying around | a card with the word ' o ' on it | a blue background with the words candi 2,
7j6uypARXW4,https://www.youtube.com/watch?v=7j6uypARXW4,DIY Water candles | Making candles with WATER!?,corpus,candle_making,36,286.62,294.58,7.96,gather_materials,prep,8,a glass filled with liquid sitting on a table | a glass filled with liquid | a glass filled with liquid and a straw,I love how it turned out.
7j6uypARXW4,https://www.youtube.com/watch?v=7j6uypARXW4,DIY Water candles | Making candles with WATER!?,corpus,candle_making,45,358.27,366.23,7.96,reveal_result,finish,8,a candle with flowers inside | a candle with flowers inside of it | a candle and some flowers in a glass | a candle with flowers and candles on a table | a candle and a vase with flowers inside,Is it just me or does the candle remind anybody else of the rose that is in beauty and the beast? I
8V_WyGLS5Zo,https://www.youtube.com/watch?v=8V_WyGLS5Zo,Candle Making Tutorial for Beginners | DIY Candle Tutorial,corpus,candle_making,36,287.23,295.21,7.98,reveal_result,finish,8,a drink being poured into a glass | a candle is being poured into a glass,"design, the wax will start to travel to where the wax was starting to melt and it will be placed in the heat bed. So creates this really cool smoking"
9KteI8yiFns,https://www.youtube.com/watch?v=9KteI8yiFns,,searched,candle_making,75,600.0,608.0,8.0,prepare_container,,8,a bucket is sitting on a table near a window | a cup is sitting on a table | a black cup sitting on top of a table | a black coffee pot | a black cup with a white liquid inside | a black bowl sitting on top of a table,
9KteI8yiFns,https://www.youtube.com/watch?v=9KteI8yiFns,,searched,candle_making,79,632.0,640.0,8.0,prepare_container,,8,a bottle of wine sitting on top of a table,
A44TuZqBF1E,https://www.youtube.com/watch?v=A44TuZqBF1E,,searched,candle_making,56,448.0,456.0,8.0,prepare_container,,8,two jars of pink liquid with bamboo lids | two jars of pink liquid on a metal tray | two pink bottles with gold lids on a metal tray | two jars with pink liquid and bamboo lids,"here that has been labeled literally for like, seriously, seriously like, two"
AoypdYVB82A,https://www.youtube.com/watch?v=AoypdYVB82A,How to Make Pillar Candles at Home =),corpus,candle_making,25,200.0,208.0,8.0,melt_wax,process,8,a pot filled with soup sitting on top of a stove | a pot of soup is being stirred into a pot,"candles. Just put your chunks of wax in your melting canister, boil the water in your pot and let the wax melt. This takes a while but fills your home"
AoypdYVB82A,https://www.youtube.com/watch?v=AoypdYVB82A,How to Make Pillar Candles at Home =),corpus,candle_making,26,208.0,216.0,8.0,pour_wax,assemble,8,a pot of soup is being stirred in a sauce | a pot filled with liquid sitting on top of a stove | a pot of liquid being stirred into a sauce | a cup of tea is being stirred into a teapot,"home with one of the best smells in the world. If you're using real beeswax. If you use old candles, there will sometimes be wicks in there that you"
AoypdYVB82A,https://www.youtube.com/watch?v=AoypdYVB82A,How to Make Pillar Candles at Home =),corpus,candle_making,51,408.0,416.0,8.0,decorate_finish,finish,8,a candle is lit in the dark,"ready to leave your candles to sit overnight. Do not rush this part. When we made our first ones, Rebecca told me to wait, but I"
AoypdYVB82A,https://www.youtube.com/watch?v=AoypdYVB82A,How to Make Pillar Candles at Home =),corpus,candle_making,52,416.0,424.0,8.0,decorate_finish,finish,8,a lit candle in a glass bowl,"I was too excited. When I tried to remove it from the mold, the wick pulled out because the candle was still liquid inside. Give"
B1E0xc9O7ZM,https://www.youtube.com/watch?v=B1E0xc9O7ZM,How to Roll Beeswax Candles with Kids {VIDEO},corpus,candle_making,1,7.93,15.86,7.93,decorate_finish,finish,8,a candle and a cup on a table,
BA8q74YNEHA,https://www.youtube.com/watch?v=BA8q74YNEHA,How to Make a Mold for Candles | DIY Pillar Candle Mould Using PVC Pipe,corpus,candle_making,28,222.07,230.0,7.93,reveal_result,finish,8,four white candles sitting on a black surface | three white candles sitting on a black surface | a group of white candles sitting on top of a table | a group of candles with one lit on top | a group of candles with one lit in the middle | white pillar candles - set of 3 | white pillar candles - set of 4,
BkYBsDHjXaw,https://www.youtube.com/watch?v=BkYBsDHjXaw,"Automatic Indian wax, Candle Making Machine/ Ask Price - 09354433750  New Delhi",corpus,candle_making,1,8.17,16.33,8.16,pour_wax,assemble,8,a machine that is making wood | a machine that is cutting a piece of metal | a machine that is making ice | a machine that is making aluminum foil | automatic egg egg tray machine | automatic egg tray machine | automatic egg washing machine | a machine that is making a piece of metal,
BskHsZWNhRw,https://www.youtube.com/watch?v=BskHsZWNhRw,DIY WATER CANDLES // Easy DIY CANDLES AT HOME,corpus,candle_making,10,78.95,86.84,7.89,pour_wax,assemble,8,a glass filled with candy and candy candy,
BskHsZWNhRw,https://www.youtube.com/watch?v=BskHsZWNhRw,DIY WATER CANDLES // Easy DIY CANDLES AT HOME,corpus,candle_making,11,86.84,94.74,7.9,pour_wax,assemble,8,a glass filled with pink glitter and a small bottle filled with pink and white beads | a glass filled with pink glitter and beads,
BskHsZWNhRw,https://www.youtube.com/watch?v=BskHsZWNhRw,DIY WATER CANDLES // Easy DIY CANDLES AT HOME,corpus,candle_making,12,94.74,102.63,7.89,pour_wax,assemble,8,a glass filled with purple glitter and beads | a purple glitter ball is sitting on a table,
BskHsZWNhRw,https://www.youtube.com/watch?v=BskHsZWNhRw,DIY WATER CANDLES // Easy DIY CANDLES AT HOME,corpus,candle_making,13,102.63,110.53,7.9,pour_wax,assemble,8,a purple liquid is being poured into a glass,
BskHsZWNhRw,https://www.youtube.com/watch?v=BskHsZWNhRw,DIY WATER CANDLES // Easy DIY CANDLES AT HOME,corpus,candle_making,18,142.11,150.0,7.89,pour_wax,assemble,8,a glass filled with liquid and a liquid bottle filled with liquid | a bottle of liquid is being poured into a glass | a cup filled with liquid sitting on top of a table,
BskHsZWNhRw,https://www.youtube.com/watch?v=BskHsZWNhRw,DIY WATER CANDLES // Easy DIY CANDLES AT HOME,corpus,candle_making,24,189.47,197.37,7.9,reveal_result,finish,8,a pink candle with a pink candle inside | a pink candle is lit in a glass container | a pink candle is lit on a table | a pink candle with a pink candle on top,
BskHsZWNhRw,https://www.youtube.com/watch?v=BskHsZWNhRw,DIY WATER CANDLES // Easy DIY CANDLES AT HOME,corpus,candle_making,29,228.95,236.84,7.89,pour_wax,assemble,8,a bottle filled with water and a small amount of water,
BskHsZWNhRw,https://www.youtube.com/watch?v=BskHsZWNhRw,DIY WATER CANDLES // Easy DIY CANDLES AT HOME,corpus,candle_making,31,244.74,252.63,7.89,pour_wax,assemble,8,a bottle of wine being poured into a glass | a bottle filled with liquid sitting on top of a table,
BskHsZWNhRw,https://www.youtube.com/watch?v=BskHsZWNhRw,DIY WATER CANDLES // Easy DIY CANDLES AT HOME,corpus,candle_making,32,252.63,260.53,7.9,cure_cool,assemble,8,a bottle of wine being poured into a glass | a glass filled with liquid next to a bottle | a glass of wine sitting on top of a table,
CkI6M8naWvY,https://www.youtube.com/watch?v=CkI6M8naWvY,How to Make Water Candles at Home | Beginner Candle Making Tutorial,corpus,candle_making,8,64.0,72.0,8.0,set_wick,assemble,8,a glass filled with water and flowers | a table with a candle and a book,
CrJ9UE6Nihw,https://www.youtube.com/watch?v=CrJ9UE6Nihw,FULL & easy beginners guide to Candle Making,corpus,candle_making,21,168.28,176.29,8.01,measure_wax,prep,8,a bowl of white sugar next to a bowl of sugar,And then generally that gives me the perfect amount of wax. Generally the three most common waxes that are used
CrJ9UE6Nihw,https://www.youtube.com/watch?v=CrJ9UE6Nihw,FULL & easy beginners guide to Candle Making,corpus,candle_making,28,224.37,232.39,8.02,melt_wax,process,8,a pot of liquid on a stove,"before you add your fragrance in, as this will help bind the fragrance in, and produce the strongest smelling candles and the best burn."
CrJ9UE6Nihw,https://www.youtube.com/watch?v=CrJ9UE6Nihw,FULL & easy beginners guide to Candle Making,corpus,candle_making,31,248.41,256.43,8.02,melt_wax,process,8,a pot of liquid on a stove,
CrJ9UE6Nihw,https://www.youtube.com/watch?v=CrJ9UE6Nihw,FULL & easy beginners guide to Candle Making,corpus,candle_making,46,368.61,376.63,8.02,set_wick,assemble,8,a bowl with chopsticks and a bowl with chopsticks | a bowl with a tooth and tooth on it,"them. These wicks are quite soft and flexible, and obviously I don't want them to be so good with. And not in the centre. So this is a great way to"
CrJ9UE6Nihw,https://www.youtube.com/watch?v=CrJ9UE6Nihw,FULL & easy beginners guide to Candle Making,corpus,candle_making,52,416.69,424.71,8.02,pour_wax,assemble,8,a close up of a plate with a piece of bread | a bowl with a wooden stick sticking into it,Now
CrJ9UE6Nihw,https://www.youtube.com/watch?v=CrJ9UE6Nihw,FULL & easy beginners guide to Candle Making,corpus,candle_making,57,456.76,464.77,8.01,set_wick,assemble,8,a bowl with a yellow substance in it,"soon. And there are ways to fix this if you do this, so don't worry. But obviously it's better to get it right the first time,"
CydSqouhftw,https://www.youtube.com/watch?v=CydSqouhftw,,watch-later,candle_making,155,1240.0,1248.0,8.0,prepare_container,,8,two candles sitting on top of a counter | two candles sitting on top of a table | three candles sitting on a counter,
CydSqouhftw,https://www.youtube.com/watch?v=CydSqouhftw,,watch-later,candle_making,156,1248.0,1256.0,8.0,prepare_container,,8,two candles sitting on top of a counter | two candles sitting on a counter | two candles sitting on a counter top | a cell phone with the screen open on a granite counter | a cell phone sitting on top of a counter | a candle and a cell phone on a table | three candles are sitting next to a cell | three candles are sitting on a counter,
CydSqouhftw,https://www.youtube.com/watch?v=CydSqouhftw,,watch-later,candle_making,157,1256.0,1264.0,8.0,prepare_container,,8,three candles are sitting on a counter | three candles are sitting on a granite counter | candles are lit in the kitchen | candles are placed on a counter top | a candle and a cell phone on a table | candles and a cell phone on a table | three candles are sitting next to a phone,
CydSqouhftw,https://www.youtube.com/watch?v=CydSqouhftw,,watch-later,candle_making,165,1320.0,1328.0,8.0,prepare_container,,8,a candle and a cell phone on a counter | two candles sitting on top of a counter | three candles sitting on a table | three candles sitting on a counter with a candle in the middle,
